open_time,open,high,low,close,volume,close_time
2025-10-12T22:35:00Z,115179.17000000,115374.73000000,115101.46000000,115374.73000000,97.41169000,2025-10-12T22:39:59Z
2025-10-12T22:40:00Z,115374.73000000,115408.24000000,115259.49000000,115389.99000000,76.11105000,2025-10-12T22:44:59Z
2025-10-12T22:45:00Z,115390.00000000,115536.83000000,115288.01000000,115414.56000000,108.01444000,2025-10-12T22:49:59Z
2025-10-12T22:50:00Z,115414.57000000,115518.26000000,115328.01000000,115351.57000000,84.99705000,2025-10-12T22:54:59Z
2025-10-12T22:55:00Z,115351.58000000,115412.12000000,115185.47000000,115221.40000000,52.78842000,2025-10-12T22:59:59Z
2025-10-12T23:00:00Z,115221.40000000,115250.01000000,114799.27000000,114975.49000000,320.71425000,2025-10-12T23:04:59Z
2025-10-12T23:05:00Z,114975.49000000,114992.00000000,114785.11000000,114992.00000000,107.00996000,2025-10-12T23:09:59Z
2025-10-12T23:10:00Z,114991.99000000,115010.00000000,114745.05000000,114892.21000000,45.53362000,2025-10-12T23:14:59Z
2025-10-12T23:15:00Z,114892.20000000,114915.48000000,114733.65000000,114733.66000000,69.67566000,2025-10-12T23:19:59Z
2025-10-12T23:20:00Z,114733.66000000,115245.08000000,114733.65000000,115245.08000000,68.69909000,2025-10-12T23:24:59Z
2025-10-12T23:25:00Z,115245.07000000,115322.00000000,115139.40000000,115245.25000000,96.47736000,2025-10-12T23:29:59Z
2025-10-12T23:30:00Z,115245.25000000,115350.80000000,115217.15000000,115245.09000000,46.42338000,2025-10-12T23:34:59Z
2025-10-12T23:35:00Z,115245.09000000,115245.09000000,114949.75000000,114949.76000000,89.71060000,2025-10-12T23:39:59Z
2025-10-12T23:40:00Z,114949.76000000,115027.49000000,114841.78000000,114963.15000000,32.21046000,2025-10-12T23:44:59Z
2025-10-12T23:45:00Z,114963.15000000,115139.42000000,114948.06000000,115056.02000000,75.20175000,2025-10-12T23:49:59Z
2025-10-12T23:50:00Z,115056.02000000,115105.17000000,114900.00000000,115085.64000000,56.00385000,2025-10-12T23:54:59Z
2025-10-12T23:55:00Z,115085.63000000,115144.57000000,114958.80000000,114958.80000000,91.75472000,2025-10-12T23:59:59Z
2025-10-13T00:00:00Z,114958.81000000,115086.98000000,114766.69000000,115086.98000000,255.64760000,2025-10-13T00:04:59Z
2025-10-13T00:05:00Z,115086.98000000,115125.61000000,114963.38000000,115033.66000000,81.42135000,2025-10-13T00:09:59Z
2025-10-13T00:10:00Z,115033.66000000,115241.48000000,114964.71000000,115239.22000000,96.88039000,2025-10-13T00:14:59Z
2025-10-13T00:15:00Z,115239.23000000,115709.14000000,115239.22000000,115661.62000000,274.88722000,2025-10-13T00:19:59Z
2025-10-13T00:20:00Z,115661.63000000,115888.00000000,115301.20000000,115358.22000000,219.65467000,2025-10-13T00:24:59Z
2025-10-13T00:25:00Z,115358.23000000,115485.22000000,115218.63000000,115218.63000000,59.38472000,2025-10-13T00:29:59Z
2025-10-13T00:30:00Z,115218.64000000,115225.99000000,115052.00000000,115109.81000000,121.52411000,2025-10-13T00:34:59Z
2025-10-13T00:35:00Z,115109.82000000,115204.03000000,114972.84000000,115008.00000000,98.38317000,2025-10-13T00:39:59Z
2025-10-13T00:40:00Z,115008.00000000,115165.95000000,114966.32000000,115136.36000000,51.28449000,2025-10-13T00:44:59Z
2025-10-13T00:45:00Z,115136.31000000,115232.22000000,114980.75000000,115109.45000000,74.02813000,2025-10-13T00:49:59Z
2025-10-13T00:50:00Z,115109.46000000,115482.43000000,115109.46000000,115305.68000000,92.63965000,2025-10-13T00:54:59Z
2025-10-13T00:55:00Z,115305.68000000,115434.88000000,115200.57000000,115280.84000000,54.50166000,2025-10-13T00:59:59Z
2025-10-13T01:00:00Z,115280.83000000,115352.00000000,115126.01000000,115173.33000000,73.91410000,2025-10-13T01:04:59Z
2025-10-13T01:05:00Z,115173.34000000,115396.68000000,115160.00000000,115193.42000000,97.23009000,2025-10-13T01:09:59Z
2025-10-13T01:10:00Z,115193.43000000,115330.00000000,115079.18000000,115180.00000000,112.07646000,2025-10-13T01:14:59Z
2025-10-13T01:15:00Z,115180.01000000,115378.64000000,115084.04000000,115378.63000000,80.05060000,2025-10-13T01:19:59Z
2025-10-13T01:20:00Z,115378.63000000,115654.62000000,115378.63000000,115534.00000000,99.68929000,2025-10-13T01:24:59Z
2025-10-13T01:25:00Z,115534.00000000,115642.00000000,115423.05000000,115602.00000000,75.31881000,2025-10-13T01:29:59Z
2025-10-13T01:30:00Z,115602.00000000,115750.00000000,115584.83000000,115734.33000000,87.38455000,2025-10-13T01:34:59Z
2025-10-13T01:35:00Z,115734.33000000,115750.00000000,115503.00000000,115572.64000000,52.25582000,2025-10-13T01:39:59Z
2025-10-13T01:40:00Z,115572.65000000,115680.00000000,115572.64000000,115671.06000000,36.92534000,2025-10-13T01:44:59Z
2025-10-13T01:45:00Z,115671.05000000,115732.83000000,115608.10000000,115655.24000000,37.12097000,2025-10-13T01:49:59Z
2025-10-13T01:50:00Z,115655.24000000,115681.93000000,115560.04000000,115603.18000000,25.66464000,2025-10-13T01:54:59Z
2025-10-13T01:55:00Z,115603.18000000,115746.10000000,115603.17000000,115713.32000000,36.86756000,2025-10-13T01:59:59Z
2025-10-13T02:00:00Z,115713.31000000,115963.81000000,115262.29000000,115358.00000000,192.84086000,2025-10-13T02:04:59Z
2025-10-13T02:05:00Z,115357.99000000,115500.00000000,115300.01000000,115332.94000000,71.43713000,2025-10-13T02:09:59Z
2025-10-13T02:10:00Z,115332.94000000,115411.54000000,115318.00000000,115327.95000000,54.71676000,2025-10-13T02:14:59Z
2025-10-13T02:15:00Z,115327.95000000,115360.00000000,115080.00000000,115080.01000000,71.29539000,2025-10-13T02:19:59Z
2025-10-13T02:20:00Z,115080.00000000,115310.37000000,115001.62000000,115260.24000000,108.51221000,2025-10-13T02:24:59Z
2025-10-13T02:25:00Z,115260.24000000,115271.67000000,115153.50000000,115210.69000000,44.44871000,2025-10-13T02:29:59Z
2025-10-13T02:30:00Z,115210.69000000,115385.24000000,115204.68000000,115337.31000000,47.30450000,2025-10-13T02:34:59Z
2025-10-13T02:35:00Z,115337.32000000,115427.93000000,115174.76000000,115272.47000000,108.46442000,2025-10-13T02:39:59Z
2025-10-13T02:40:00Z,115272.47000000,115420.00000000,115265.05000000,115323.06000000,45.76554000,2025-10-13T02:44:59Z
2025-10-13T02:45:00Z,115323.06000000,115475.34000000,115288.01000000,115475.33000000,99.39819000,2025-10-13T02:49:59Z
2025-10-13T02:50:00Z,115475.34000000,115475.34000000,115357.66000000,115405.35000000,60.35308000,2025-10-13T02:54:59Z
2025-10-13T02:55:00Z,115405.35000000,115414.20000000,115274.70000000,115319.97000000,78.30399000,2025-10-13T02:59:59Z
2025-10-13T03:00:00Z,115319.98000000,115500.00000000,115274.71000000,115475.33000000,60.49926000,2025-10-13T03:04:59Z
2025-10-13T03:05:00Z,115475.33000000,115520.01000000,115392.11000000,115499.96000000,61.92911000,2025-10-13T03:09:59Z
2025-10-13T03:10:00Z,115499.97000000,115613.70000000,115413.90000000,115471.15000000,62.21865000,2025-10-13T03:14:59Z
2025-10-13T03:15:00Z,115471.15000000,115471.15000000,115211.38000000,115211.38000000,50.13005000,2025-10-13T03:19:59Z
2025-10-13T03:20:00Z,115211.39000000,115362.27000000,115183.05000000,115193.09000000,46.58481000,2025-10-13T03:24:59Z
2025-10-13T03:25:00Z,115193.09000000,115217.76000000,115111.91000000,115157.11000000,45.98374000,2025-10-13T03:29:59Z
2025-10-13T03:30:00Z,115157.11000000,115215.16000000,114830.41000000,114906.45000000,103.57208000,2025-10-13T03:34:59Z
2025-10-13T03:35:00Z,114906.46000000,115070.53000000,114884.84000000,114886.16000000,131.84531000,2025-10-13T03:39:59Z
2025-10-13T03:40:00Z,114886.16000000,114957.55000000,114778.00000000,114864.42000000,82.95514000,2025-10-13T03:44:59Z
2025-10-13T03:45:00Z,114864.42000000,114890.00000000,114723.30000000,114735.30000000,56.00980000,2025-10-13T03:49:59Z
2025-10-13T03:50:00Z,114735.30000000,114786.40000000,114619.45000000,114714.00000000,87.02763000,2025-10-13T03:54:59Z
2025-10-13T03:55:00Z,114714.00000000,114878.00000000,114707.48000000,114821.12000000,57.27683000,2025-10-13T03:59:59Z
2025-10-13T04:00:00Z,114821.13000000,115000.00000000,114796.93000000,114997.53000000,67.48830000,2025-10-13T04:04:59Z
2025-10-13T04:05:00Z,114997.53000000,115000.00000000,114849.91000000,114874.63000000,25.99840000,2025-10-13T04:09:59Z
2025-10-13T04:10:00Z,114874.63000000,114969.30000000,114658.84000000,114728.09000000,75.07231000,2025-10-13T04:14:59Z
2025-10-13T04:15:00Z,114728.10000000,114856.62000000,114728.10000000,114774.60000000,69.09488000,2025-10-13T04:19:59Z
2025-10-13T04:20:00Z,114774.60000000,114793.22000000,114616.01000000,114692.64000000,65.80622000,2025-10-13T04:24:59Z
2025-10-13T04:25:00Z,114692.63000000,114805.26000000,114651.45000000,114651.46000000,44.10221000,2025-10-13T04:29:59Z
2025-10-13T04:30:00Z,114651.46000000,114999.99000000,114651.45000000,114788.49000000,126.52141000,2025-10-13T04:34:59Z
2025-10-13T04:35:00Z,114788.49000000,114844.76000000,114600.00000000,114830.66000000,124.91728000,2025-10-13T04:39:59Z
2025-10-13T04:40:00Z,114830.67000000,114921.01000000,114616.30000000,114616.31000000,86.06592000,2025-10-13T04:44:59Z
2025-10-13T04:45:00Z,114616.31000000,114661.50000000,114458.24000000,114518.00000000,166.11001000,2025-10-13T04:49:59Z
2025-10-13T04:50:00Z,114517.99000000,114606.00000000,114398.24000000,114523.67000000,190.26742000,2025-10-13T04:54:59Z
2025-10-13T04:55:00Z,114523.66000000,114722.46000000,114491.95000000,114708.15000000,44.56586000,2025-10-13T04:59:59Z
2025-10-13T05:00:00Z,114708.15000000,114715.86000000,114500.02000000,114562.60000000,34.23807000,2025-10-13T05:04:59Z
2025-10-13T05:05:00Z,114562.61000000,114731.83000000,114533.83000000,114700.52000000,39.29296000,2025-10-13T05:09:59Z
2025-10-13T05:10:00Z,114700.52000000,114766.74000000,114603.70000000,114740.01000000,41.63099000,2025-10-13T05:14:59Z
2025-10-13T05:15:00Z,114740.01000000,114834.70000000,114563.53000000,114625.41000000,54.27909000,2025-10-13T05:19:59Z
2025-10-13T05:20:00Z,114625.40000000,114713.59000000,114573.23000000,114625.96000000,21.39217000,2025-10-13T05:24:59Z
