Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,MA_50,MA_200
2024-06-18 05:00:00,65574.21,65707.15,65558.0,65707.15,75.14914,2024-06-18 05:04:59.999,4931198.126231,5382,45.22577,2967724.7024051,65425.587400000004,65997.92215
2024-06-18 05:05:00,65707.15,65793.1,65690.69,65709.99,98.7044,2024-06-18 05:09:59.999,6488810.5032774,6348,50.08065,3292164.1408555,65424.7874,65997.96565
2024-06-18 05:10:00,65709.98,65758.74,65709.98,65730.01,42.01137,2024-06-18 05:14:59.999,2761613.5407676,2730,20.80558,1367585.6170242,65422.06760000001,65998.5133
2024-06-18 05:15:00,65730.01,65778.84,65650.95,65769.44,115.42387,2024-06-18 05:19:59.999,7584206.7341369,4323,52.58668,3455164.2943174,65421.7562,65999.34049999999
2024-06-18 05:20:00,65769.44,65820.0,65668.0,65780.01,72.96961,2024-06-18 05:24:59.999,4798838.917892,4553,39.46037,2595079.6393128,65422.916,65999.93745
2024-06-18 05:25:00,65780.01,65814.58,65740.97,65798.01,91.97202,2024-06-18 05:29:59.999,6049131.0178898,3894,49.55545,3259279.6706923,65425.6362,66000.9161
2024-06-18 05:30:00,65798.0,65807.98,65686.53,65735.99,90.91686,2024-06-18 05:34:59.999,5976760.1057352,4283,40.4984,2661888.4611447,65432.126399999994,66001.58025
2024-06-18 05:35:00,65735.99,65790.0,65735.98,65769.99,37.52209,2024-06-18 05:39:59.999,2467364.6537967,2448,18.998,1249216.2063092,65438.94640000001,66002.30515
2024-06-18 05:40:00,65770.0,65845.47,65700.01,65722.0,84.77114,2024-06-18 05:44:59.999,5575229.2481494,3694,38.61192,2539219.2117057,65445.366400000006,66002.92159999999
2024-06-18 05:45:00,65722.0,65745.36,65612.71,65642.11,96.74781,2024-06-18 05:49:59.999,6354218.8755359,4195,24.45199,1606020.503815,65448.2488,66003.2721
2024-06-18 05:50:00,65642.12,65697.92,65565.34,65575.99,134.03843,2024-06-18 05:54:59.999,8797501.4170306,6362,32.99275,2165315.4997315,65466.934400000006,66002.5847
2024-06-18 05:55:00,65575.99,65643.85,65555.0,65596.01,107.92788,2024-06-18 05:59:59.999,7078369.5107772,5738,38.75381,2541574.4931001,65481.6948,66001.6947
2024-06-18 06:00:00,65596.01,65671.38,65596.0,65671.37,124.56095,2024-06-18 06:04:59.999,8175541.3971962,6788,78.10177,5126201.7726121,65492.8424,66001.50155
2024-06-18 06:05:00,65671.37,65690.0,65639.99,65689.99,73.18173,2024-06-18 06:09:59.999,4805462.6467701,2898,32.65119,2144034.0250276,65503.96239999999,66001.43149999999
2024-06-18 06:10:00,65689.99,65699.13,65592.57,65683.75,126.56284,2024-06-18 06:14:59.999,8310937.9093215,8536,54.96923,3609188.1833276,65517.239799999996,66002.6302
2024-06-18 06:15:00,65683.75,65720.56,65618.16,65648.0,134.3082,2024-06-18 06:19:59.999,8820117.5319718,7294,79.20998,5201561.4617714,65537.882,66003.54005
2024-06-18 06:20:00,65648.01,65732.16,65604.01,65676.76,118.63253,2024-06-18 06:24:59.999,7789768.7756134,7857,68.44539,4494134.4829627,65554.257,66004.87375
2024-06-18 06:25:00,65676.75,65676.76,65505.99,65558.08,113.47794,2024-06-18 06:29:59.999,7444604.1631879,5312,45.26427,2969389.2297659,65564.4186,66006.1242
2024-06-18 06:30:00,65558.08,65642.0,65550.34,65568.0,95.18696,2024-06-18 06:34:59.999,6243120.386191,7950,36.58863,2399703.6570545,65571.579,66007.44415
2024-06-18 06:35:00,65568.01,65573.18,65526.67,65531.93,92.11439,2024-06-18 06:39:59.999,6038072.4384293,3972,42.94861,2815212.6788769,65576.13519999999,66009.10375
2024-06-18 06:40:00,65531.93,65583.03,65476.0,65542.86,93.15813,2024-06-18 06:44:59.999,6104923.8752444,8925,37.82196,2478649.2751408,65579.3796,66010.18800000001
2024-06-18 06:45:00,65542.86,65561.55,65397.79,65490.0,117.97079,2024-06-18 06:49:59.999,7724175.7719608,4992,49.97576,3271486.3993775,65580.73980000001,66010.43745
2024-06-18 06:50:00,65490.01,65535.07,65422.01,65422.02,96.82435,2024-06-18 06:54:59.999,6339377.1384923,4994,40.25457,2635370.8698033,65583.01800000001,66010.76759999999
2024-06-18 06:55:00,65422.01,65500.0,65389.44,65500.0,88.94518,2024-06-18 06:59:59.999,5819520.8030928,8553,38.62201,2526780.321093,65585.6636,66011.0507
2024-06-18 07:00:00,65499.99,65543.91,65499.99,65533.99,74.1082,2024-06-18 07:04:59.999,4856024.1947875,11026,30.92565,2026400.242246,65586.3034,66011.24695
2024-06-18 07:05:00,65533.99,65600.0,65517.99,65573.99,58.32004,2024-06-18 07:09:59.999,3824346.4416023,3673,34.02978,2231421.0199942,65588.4346,66011.36675
2024-06-18 07:10:00,65573.98,65573.99,65546.01,65566.47,31.38169,2024-06-18 07:14:59.999,2057480.2784665,3164,19.51273,1279276.7437231,65591.9638,66010.9491
2024-06-18 07:15:00,65566.47,65596.0,65502.05,65569.04,57.17215,2024-06-18 07:19:59.999,3747764.175876,6450,27.5941,1808699.6518704,65596.9846,66010.3725
2024-06-18 07:20:00,65569.03,65598.0,65489.56,65556.02,78.68642,2024-06-18 07:24:59.999,5158279.9681429,3596,29.57502,1938876.7202194,65600.8434,66009.50259999999
2024-06-18 07:25:00,65556.02,65744.34,65522.49,65656.0,156.67065,2024-06-18 07:29:59.999,10286256.5973234,12898,110.83379,7277292.2940904,65605.9232,66009.32985000001
2024-06-18 07:30:00,65655.99,65725.73,65586.88,65680.0,93.25661,2024-06-18 07:34:59.999,6123794.6027816,12056,52.99285,3479881.9973968,65612.323,66010.46505
2024-06-18 07:35:00,65680.0,65689.99,65598.78,65616.0,56.05285,2024-06-18 07:39:59.999,3679976.1143691,3170,22.8703,1501408.633199,65615.5512,66011.18015
2024-06-18 07:40:00,65616.0,65769.23,65615.99,65769.23,90.17534,2024-06-18 07:44:59.999,5926202.0563682,3652,70.91383,4660513.4283715,65622.1358,66012.1563
2024-06-18 07:45:00,65769.23,65800.0,65723.29,65728.02,91.16505,2024-06-18 07:49:59.999,5995614.2794004,5808,45.94849,3021924.0631247,65627.336,66012.5358
2024-06-18 07:50:00,65728.02,65737.43,65653.84,65700.0,66.53844,2024-06-18 07:54:59.999,4371088.4595844,3037,28.47617,1870424.7094008,65630.75660000001,66013.31360000001
2024-06-18 07:55:00,65699.99,65712.0,65635.97,65672.51,61.67133,2024-06-18 07:59:59.999,4049919.7615858,2585,23.1383,1519509.3980358,65634.04680000001,66014.9862
2024-06-18 08:00:00,65672.51,65689.2,65624.84,65672.0,62.06643,2024-06-18 08:04:59.999,4074930.1749385,4775,31.08379,2040722.9754297,65636.63140000001,66016.5566
2024-06-18 08:05:00,65672.0,65734.91,65671.99,65734.91,53.86861,2024-06-18 08:09:59.999,3539586.3378694,3828,36.10102,2372013.0118425,65641.3296,66018.1994
2024-06-18 08:10:00,65734.9,65746.0,65686.0,65686.01,51.4674,2024-06-18 08:14:59.999,3382014.1064092,2643,25.80381,1695548.6775145,65646.65,66019.80945
2024-06-18 08:15:00,65686.0,65686.0,65615.4,65621.99,36.87921,2024-06-18 08:19:59.999,2421004.8077336,3296,16.45478,1080113.9680548,65649.6898,66020.61940000001
2024-06-18 08:20:00,65621.99,65676.0,65621.98,65633.99,38.33658,2024-06-18 08:24:59.999,2516524.1298414,3203,18.74154,1230193.6541258,65650.7246,66020.8879
2024-06-18 08:25:00,65634.0,65642.5,65601.72,65606.88,38.69847,2024-06-18 08:29:59.999,2539690.7140005,2033,16.20758,1063683.9195192,65649.2222,66020.71205
2024-06-18 08:30:00,65606.88,65631.99,65588.0,65624.61,30.63138,2024-06-18 08:34:59.999,2009616.1312892,2642,19.73214,1294496.598063,65646.7374,66022.2751
2024-06-18 08:35:00,65624.61,65692.27,65624.6,65692.26,35.10382,2024-06-18 08:39:59.999,2305105.9914359,6736,22.80813,1497660.2845599,65646.5026,66023.8964
2024-06-18 08:40:00,65692.27,65720.0,65692.26,65720.0,39.19822,2024-06-18 08:44:59.999,2575531.2313407,4825,30.89835,2030254.9473155,65648.4222,66024.92360000001
2024-06-18 08:45:00,65720.0,65720.0,65680.61,65705.97,36.83535,2024-06-18 08:49:59.999,2420133.4305823,2257,15.91375,1045512.0581555,65648.5916,66025.89345
2024-06-18 08:50:00,65705.98,65750.01,65705.97,65750.0,71.22688,2024-06-18 08:54:59.999,4681694.9648799,3254,46.29003,3042506.8171633,65649.5916,66027.14355000001
2024-06-18 08:55:00,65750.01,65750.01,65722.0,65727.53,34.73704,2024-06-18 08:59:59.999,2283449.6048057,2277,14.82832,974730.5447962,65651.822,66029.65490000001
2024-06-18 09:00:00,65727.54,65727.54,65700.0,65718.03,49.83092,2024-06-18 09:04:59.999,3274636.4298071,4077,23.68561,1556476.6509364,65652.1824,66029.62505
2024-06-18 09:05:00,65718.04,65724.01,65666.0,65698.02,49.48973,2024-06-18 09:09:59.999,3251227.2316712,3922,24.37653,1601272.5900472,65654.65860000001,66028.9679
2024-06-18 09:10:00,65698.02,65720.0,65698.01,65712.0,40.22476,2024-06-18 09:14:59.999,2642973.4641393,4874,18.02392,1184236.5131264,65654.75559999999,66028.2779
2024-06-18 09:15:00,65712.0,65712.0,65551.8,65576.0,122.17824,2024-06-18 09:19:59.999,8017861.6041605,5753,42.24332,2771137.1486181,65652.0758,66026.35795
2024-06-18 09:20:00,65575.99,65617.64,65550.0,65556.73,57.54671,2024-06-18 09:24:59.999,3773964.1569577,7757,23.16442,1519204.1107022,65648.6102,66024.40175
2024-06-18 09:25:00,65556.72,65619.99,65556.72,65612.03,36.78737,2024-06-18 09:29:59.999,2413123.226241,3230,19.04392,1249094.1732216,65645.462,66022.5242
2024-06-18 09:30:00,65612.03,65612.03,65564.23,65568.01,53.62752,2024-06-18 09:34:59.999,3516990.3201796,11861,15.03141,985746.2729006,65641.22200000001,66021.1443
2024-06-18 09:35:00,65568.0,65652.6,65568.0,65640.01,69.04671,2024-06-18 09:39:59.999,4530760.5051565,28977,29.28623,1921574.740877,65638.062,66019.85435000001
2024-06-18 09:40:00,65640.02,65640.02,65604.0,65604.01,39.61833,2024-06-18 09:44:59.999,2600047.0580408,8854,17.7053,1161924.574575,65635.4224,66017.4345
2024-06-18 09:45:00,65604.0,65629.55,65550.0,65563.74,54.8282,2024-06-18 09:49:59.999,3596705.4458811,4439,30.33676,1989965.2781952,65631.2974,66015.03585
2024-06-18 09:50:00,65563.73,65579.4,65530.0,65531.99,51.53624,2024-06-18 09:54:59.999,3378066.8046688,12619,23.93396,1568714.9967832,65627.4972,66012.4224
2024-06-18 09:55:00,65532.0,65552.0,65439.97,65469.92,102.94386,2024-06-18 09:59:59.999,6742020.074415,6897,31.52111,2064320.1258027,65624.0534,66009.52205
2024-06-18 10:00:00,65469.92,65498.8,65404.79,65466.0,65.84118,2024-06-18 10:04:59.999,4310036.8438914,7078,35.87234,2348367.4297858,65621.85359999999,66006.6839
2024-06-18 10:05:00,65465.99,65474.0,65344.99,65435.2,187.56406,2024-06-18 10:09:59.999,12267584.9549334,7385,94.64143,6190286.6059809,65618.6374,66004.0074
2024-06-18 10:10:00,65435.19,65467.75,65365.62,65380.17,120.20549,2024-06-18 10:14:59.999,7861694.2600076,12102,62.41252,4082078.8915351,65612.8134,65999.87819999999
2024-06-18 10:15:00,65380.18,65447.99,65352.14,65446.96,108.4899,2024-06-18 10:19:59.999,7095258.3496564,4677,50.15151,3280573.809302,65607.9528,65994.5935
2024-06-18 10:20:00,65446.96,65466.11,65416.01,65437.97,57.28676,2024-06-18 10:24:59.999,3749339.6764674,3211,28.15631,1842780.6013629,65603.0372,65989.4333
2024-06-18 10:25:00,65437.97,65529.41,65437.97,65529.4,45.52331,2024-06-18 10:29:59.999,2980995.0787912,3354,24.2336,1586864.5146431,65600.6652,65985.44559999999
2024-06-18 10:30:00,65529.4,65580.36,65529.4,65559.09,67.14787,2024-06-18 10:34:59.999,4402118.9492364,3026,49.4559,3242160.1449524,65598.3118,65981.24605
2024-06-18 10:35:00,65559.1,65612.84,65484.0,65484.68,44.57268,2024-06-18 10:39:59.999,2922183.130484,3274,22.84513,1497967.1737397,65596.8438,65975.63305
2024-06-18 10:40:00,65484.68,65522.0,65464.0,65510.01,41.98351,2024-06-18 10:44:59.999,2749509.1866786,2625,24.78104,1622891.4406223,65595.684,65970.0467
2024-06-18 10:45:00,65510.01,65510.01,65419.95,65477.28,82.76598,2024-06-18 10:49:59.999,5418091.1273733,3074,17.28806,1131647.2631505,65594.591,65963.18310000001
2024-06-18 10:50:00,65477.28,65477.28,65441.13,65454.01,40.33089,2024-06-18 10:54:59.999,2639874.7136093,2260,18.65226,1220858.3147587,65592.814,65956.0784
2024-06-18 10:55:00,65454.0,65497.75,65412.25,65435.52,42.57586,2024-06-18 10:59:59.999,2786633.5059436,3004,21.12454,1382556.8562567,65591.72439999999,65948.306
2024-06-18 11:00:00,65435.51,65467.47,65393.42,65398.0,79.81991,2024-06-18 11:04:59.999,5222589.4671923,4361,44.42925,2907059.3125242,65591.24399999999,65940.51075
2024-06-18 11:05:00,65398.0,65487.83,65394.1,65464.01,58.42816,2024-06-18 11:09:59.999,3822890.5965405,5520,36.75515,2404664.8429091,65590.5242,65932.76085
2024-06-18 11:10:00,65464.01,65482.0,65261.48,65311.29,196.67251,2024-06-18 11:14:59.999,12855880.9996054,12333,99.60811,6510461.8390917,65586.0702,65923.07735
2024-06-18 11:15:00,65311.29,65348.99,65209.14,65249.98,190.21543,2024-06-18 11:19:59.999,12413480.480671,10246,75.83702,4949155.2607122,65579.59,65913.62725
2024-06-18 11:20:00,65249.97,65298.45,65211.0,65211.01,196.63374,2024-06-18 11:24:59.999,12831842.7925389,7736,104.91328,6846560.1283311,65572.4808,65905.6323
2024-06-18 11:25:00,65211.01,65256.0,65190.93,65190.94,79.13763,2024-06-18 11:29:59.999,5161999.6254016,4820,37.24153,2429185.059476,65564.9188,65896.787
2024-06-18 11:30:00,65190.93,65324.14,65170.3,65171.56,138.34185,2024-06-18 11:34:59.999,9024265.3904071,11407,56.6927,3697797.7242691,65557.2296,65887.66395
2024-06-18 11:35:00,65171.55,65225.61,65100.0,65177.56,176.42844,2024-06-18 11:39:59.999,11494823.0415049,8634,78.1976,5094927.4435235,65547.6608,65878.04435
2024-06-18 11:40:00,65177.56,65300.0,65177.55,65242.11,180.89827,2024-06-18 11:44:59.999,11803091.9980405,6897,96.426,6291046.9520768,65538.90299999999,65869.8549
2024-06-18 11:45:00,65242.11,65410.42,65211.42,65406.01,126.53255,2024-06-18 11:49:59.999,8266855.9761705,5576,90.1279,5889133.6106115,65534.7032,65862.9549
2024-06-18 11:50:00,65406.0,65461.46,65400.0,65438.01,85.75637,2024-06-18 11:54:59.999,5610428.6507296,5101,38.02105,2487469.1720376,65528.078799999996,65855.9249
2024-06-18 11:55:00,65438.01,65438.01,65338.0,65366.0,62.29529,2024-06-18 11:59:59.999,4072579.2369915,3767,33.98227,2221536.1589219,65520.8384,65848.86335
2024-06-18 12:00:00,65366.0,65433.97,65210.0,65276.0,126.1935,2024-06-18 12:04:59.999,8240785.1577367,6401,50.36359,3289553.0771235,65512.3584,65840.93585
2024-06-18 12:05:00,65276.0,65322.29,65229.99,65295.93,124.08579,2024-06-18 12:09:59.999,8098705.7996775,5149,82.69881,5397260.8646637,65504.826799999995,65832.81485
2024-06-18 12:10:00,65295.93,65316.0,65158.0,65158.0,57.47993,2024-06-18 12:14:59.999,3749560.0990673,6412,26.13694,1704910.8594131,65494.5468,65824.5848
2024-06-18 12:15:00,65158.0,65225.13,65090.0,65223.8,158.51989,2024-06-18 12:19:59.999,10326598.4115558,14473,82.75163,5390693.1855488,65484.3246,65816.20390000001
2024-06-18 12:20:00,65223.8,65265.44,65092.28,65110.84,115.01521,2024-06-18 12:24:59.999,7494588.7316261,15752,48.29649,3146945.4868047,65472.8212,65807.7692
2024-06-18 12:25:00,65110.85,65120.36,65001.0,65026.0,195.29856,2024-06-18 12:29:59.999,12706692.7650767,23644,82.16159,5345527.331625,65460.9014,65799.4772
2024-06-18 12:30:00,65026.01,65352.31,65026.01,65193.14,358.45849,2024-06-18 12:34:59.999,23369146.4564834,29564,195.40995,12738762.2735696,65452.08439999999,65792.16295000001
2024-06-18 12:35:00,65193.13,65193.13,65006.0,65094.01,188.12651,2024-06-18 12:39:59.999,12244259.6882026,13280,70.82196,4608833.1863622,65441.827000000005,65784.17305000001
2024-06-18 12:40:00,65094.01,65175.02,65016.0,65079.36,180.76984,2024-06-18 12:44:59.999,11770517.2571716,14436,93.65951,6098353.1763805,65430.922,65777.26135
2024-06-18 12:45:00,65079.36,65208.14,65051.85,65098.0,239.70571,2024-06-18 12:49:59.999,15612081.9350684,25222,136.18688,8870452.9159589,65419.036799999994,65771.71725
2024-06-18 12:50:00,65098.01,65275.99,65096.0,65205.22,122.31704,2024-06-18 12:54:59.999,7975074.0501753,12704,78.45247,5115047.8534785,65408.741200000004,65766.5709
2024-06-18 12:55:00,65205.21,65231.96,65155.0,65231.95,67.04378,2024-06-18 12:59:59.999,4370421.3245747,4247,36.58533,2385093.867096,65399.260800000004,65760.5807
2024-06-18 13:00:00,65231.95,65268.0,64878.35,64884.9,299.43922,2024-06-18 13:04:59.999,19475088.8438812,19362,109.74069,7137333.5648469,65381.9588,65752.4327
2024-06-18 13:05:00,64884.89,64976.67,64811.11,64877.97,307.25253,2024-06-18 13:09:59.999,19939884.7482088,10761,162.18288,10523622.6291973,65364.967599999996,65744.0327
2024-06-18 13:10:00,64877.97,65140.98,64874.01,65001.92,287.10328,2024-06-18 13:14:59.999,18664119.4484617,21678,191.22477,12431041.6147842,65350.6454,65736.69225000001
2024-06-18 13:15:00,65001.92,65162.53,64984.36,65105.03,145.24647,2024-06-18 13:19:59.999,9454028.9212449,10114,84.80682,5519817.6062238,65338.7856,65729.803
2024-06-18 13:20:00,65105.02,65114.0,64888.0,64906.0,228.98552,2024-06-18 13:24:59.999,14874753.4367093,12587,116.25736,7551488.4467471,65322.66560000001,65721.233
2024-06-18 13:25:00,64905.99,64979.51,64823.5,64898.02,228.69442,2024-06-18 13:29:59.999,14840327.7303967,14452,100.1999,6501376.6098619,65309.106,65713.33309999999
2024-06-18 13:30:00,64898.02,64949.71,64700.0,64776.99,254.22954,2024-06-18 13:34:59.999,16470636.7596795,10419,118.01644,7645253.0416347,65293.5112,65705.218
2024-06-18 13:35:00,64776.99,64898.13,64670.0,64676.0,203.88176,2024-06-18 13:39:59.999,13205629.2107504,11228,87.10956,5642332.2024773,65274.79059999999,65696.6083
2024-06-18 13:40:00,64676.0,65037.53,64638.06,64912.01,397.51507,2024-06-18 13:44:59.999,25781125.7757771,12951,237.13636,15381953.229768,65261.670600000005,65688.5483
2024-06-18 13:45:00,64912.01,64981.59,64658.3,64815.69,358.89849,2024-06-18 13:49:59.999,23265295.9155541,11423,220.80482,14311915.4902777,65245.184199999996,65680.60694999999
2024-06-18 13:50:00,64815.68,64930.0,64756.18,64816.51,198.20013,2024-06-18 13:54:59.999,12850832.1213208,7893,102.9106,6671737.2457062,65229.434199999996,65672.2495
2024-06-18 13:55:00,64816.5,64886.5,64750.0,64844.0,151.34478,2024-06-18 13:59:59.999,9811285.7718376,18037,78.53801,5091269.374076,65215.039399999994,65663.7025
2024-06-18 14:00:00,64844.01,64875.88,64669.14,64684.04,394.37195,2024-06-18 14:04:59.999,25553338.7010373,31336,121.52833,7874599.3046737,65198.0804,65653.94445000001
2024-06-18 14:05:00,64684.04,64754.0,64359.92,64518.68,905.57397,2024-06-18 14:09:59.999,58422450.7364292,28312,331.17698,21363723.8835393,65179.05560000001,65643.64104999999
2024-06-18 14:10:00,64518.69,64867.25,64484.0,64867.24,509.18687,2024-06-18 14:14:59.999,32940537.0748969,14329,284.26239,18391002.9259418,65167.0804,65634.7367
2024-06-18 14:15:00,64867.75,65108.05,64863.02,65108.04,300.28556,2024-06-18 14:19:59.999,19510228.8195113,15041,182.77067,11875050.8052235,65160.5372,65627.20545000001
2024-06-18 14:20:00,65108.04,65198.82,64930.0,64946.13,272.95843,2024-06-18 14:24:59.999,17762769.9204601,8816,150.38498,9786292.9366655,65151.8564,65619.07165
2024-06-18 14:25:00,64946.12,65108.92,64901.73,65086.01,171.89369,2024-06-18 14:29:59.999,11174737.7552798,5884,88.63113,5762521.0814404,65144.6374,65611.4345
2024-06-18 14:30:00,65086.01,65328.58,65018.34,65264.93,262.01025,2024-06-18 14:34:59.999,17084791.3409777,10800,158.16197,10311065.8636957,65141.17659999999,65604.4068
2024-06-18 14:35:00,65264.94,65400.0,65264.94,65374.01,165.7158,2024-06-18 14:39:59.999,10826835.8082246,7738,93.70851,6122410.5827238,65138.0688,65598.41685
2024-06-18 14:40:00,65374.02,65406.0,65175.81,65189.99,186.52817,2024-06-18 14:44:59.999,12175895.8394137,5851,78.69237,5137713.9327938,65130.686799999996,65591.77984999999
2024-06-18 14:45:00,65189.99,65283.99,65189.99,65251.92,95.6213,2024-06-18 14:49:59.999,6236696.2139331,4475,54.27871,3540011.4249844,65126.0316,65584.6887
2024-06-18 14:50:00,65251.93,65277.99,64888.8,64895.99,199.71191,2024-06-18 14:54:59.999,12994219.6394219,8925,65.47745,4262403.3697602,65113.7512,65575.84865
2024-06-18 14:55:00,64895.99,64916.34,64574.61,64633.99,316.9111,2024-06-18 14:59:59.999,20510398.9461795,14560,130.10854,8419761.5775932,65096.8854,65565.5785
2024-06-18 15:00:00,64634.0,64749.2,64520.69,64620.03,241.62809,2024-06-18 15:04:59.999,15612267.8222381,8957,121.4502,7846361.9120639,65080.2058,65555.80865
2024-06-18 15:05:00,64620.03,64726.96,64452.36,64502.11,240.21114,2024-06-18 15:09:59.999,15513850.4054475,10867,108.20601,6988583.4981057,65061.537599999996,65545.6991
2024-06-18 15:10:00,64502.11,64525.02,64261.12,64413.8,413.25739,2024-06-18 15:14:59.999,26605516.7283368,14243,182.84989,11771421.7633132,65041.8536,65535.09835
2024-06-18 15:15:00,64416.0,64489.99,64360.0,64480.85,212.57675,2024-06-18 15:19:59.999,13694351.1152679,6162,108.0215,6958923.2690521,65022.1904,65524.682700000005
