open time,open,high,low,close,volume,close time,quote asset volume,number of trades,taker buy base asset volume,taker buy quote asset volume,ma_50,ma_200,body_length,upper_shadow,lower_shadow,full_length
2024-06-18 04:10:00,65470.0,65582.26,65468.04,65582.25,71.84421,2024-06-18 04:14:59.999,4706948.2921511,5491,30.46507,1996091.0838871,65524.656,66003.47655,112.25,0.00999999999476131,1.9599999999991269,114.21999999999389
2024-06-18 04:15:00,65582.26,65685.01,65544.37,65682.0,163.4555,2024-06-18 04:19:59.999,10724889.8491975,7112,114.31648,7500748.0085679,65509.9338,66002.72645,99.74000000000524,3.0099999999947613,37.88999999999942,140.63999999999942
2024-06-18 04:20:00,65682.0,65764.46,65660.0,65748.85,124.67081,2024-06-18 04:24:59.999,8193833.9005781,5749,85.86582,5643229.4027204,65496.83640000001,66002.11064999999,66.85000000000582,15.610000000000582,22.0,104.4600000000064
2024-06-18 04:25:00,65748.85,65769.25,65682.78,65704.0,111.78856,2024-06-18 04:29:59.999,7348278.6664083,3562,50.30195,3306935.286109,65484.1994,66001.5172,44.85000000000582,20.39999999999418,21.220000000001164,86.47000000000116
2024-06-18 04:30:00,65704.0,65719.74,65615.06,65624.02,85.3311,2024-06-18 04:34:59.999,5603734.8462395,3621,36.92964,2424988.7060062,65470.04,66000.61805,79.97999999999593,15.740000000005239,8.960000000006403,104.68000000000757
2024-06-18 04:35:00,65624.02,65697.5,65582.05,65697.5,75.25885,2024-06-18 04:39:59.999,4939933.9929464,3509,33.55068,2202334.1089259,65457.1322,66000.01955,73.47999999999593,0.0,41.970000000001164,115.44999999999709
2024-06-18 04:40:00,65697.49,65700.0,65670.78,65700.0,37.60325,2024-06-18 04:44:59.999,2470081.8792172,3032,16.72924,1098853.6279616,65443.09199999999,65999.61940000001,2.5099999999947613,0.0,26.710000000006403,29.220000000001164
2024-06-18 04:45:00,65700.0,65709.47,65576.0,65616.01,65.64135,2024-06-18 04:49:59.999,4309162.367354,3037,31.3389,2057185.9331252,65431.892,65998.94930000001,83.99000000000524,9.470000000001164,40.00999999999476,133.47000000000116
2024-06-18 04:50:00,65616.01,65714.16,65556.21,65700.01,72.03952,2024-06-18 04:54:59.999,4727776.6721931,3516,24.10345,1581798.6109234,65424.9908,65998.93085,84.0,14.150000000008731,59.79999999998836,157.9499999999971
2024-06-18 04:55:00,65700.01,65734.0,65574.2,65574.21,58.81096,2024-06-18 04:59:59.999,3861272.5844288,3124,27.56734,1810093.5727353,65423.84619999999,65997.92645,125.79999999998836,33.99000000000524,0.010000000009313226,159.8000000000029
2024-06-18 05:00:00,65574.21,65707.15,65558.0,65707.15,75.14914,2024-06-18 05:04:59.999,4931198.126231,5382,45.22577,2967724.7024051,65425.5874,65997.92215,132.93999999998778,0.0,16.210000000006403,149.14999999999418
2024-06-18 05:05:00,65707.15,65793.1,65690.69,65709.99,98.7044,2024-06-18 05:09:59.999,6488810.5032774,6348,50.08065,3292164.1408555,65424.7874,65997.96565,2.8400000000110595,83.11000000000058,16.45999999999185,102.41000000000349
2024-06-18 05:10:00,65709.98,65758.74,65709.98,65730.01,42.01137,2024-06-18 05:14:59.999,2761613.5407676,2730,20.80558,1367585.6170242,65422.06760000001,65998.5133,20.029999999998836,28.730000000010477,0.0,48.76000000000931
2024-06-18 05:15:00,65730.01,65778.84,65650.95,65769.44,115.42387,2024-06-18 05:19:59.999,7584206.7341369,4323,52.58668,3455164.2943174,65421.7562,65999.34049999999,39.43000000000757,9.39999999999418,79.05999999999767,127.88999999999942
2024-06-18 05:20:00,65769.44,65820.0,65668.0,65780.01,72.96961,2024-06-18 05:24:59.999,4798838.917892,4553,39.46037,2595079.6393128,65422.916,65999.93745,10.569999999992433,39.99000000000524,101.44000000000233,152.0
2024-06-18 05:25:00,65780.01,65814.58,65740.97,65798.01,91.97202,2024-06-18 05:29:59.999,6049131.0178898,3894,49.55545,3259279.6706923,65425.6362,66000.9161,18.0,16.570000000006985,39.0399999999936,73.61000000000058
2024-06-18 05:30:00,65798.0,65807.98,65686.53,65735.99,90.91686,2024-06-18 05:34:59.999,5976760.1057352,4283,40.4984,2661888.4611447,65432.1264,66001.58025,62.00999999999476,9.979999999995925,49.4600000000064,121.44999999999709
2024-06-18 05:35:00,65735.99,65790.0,65735.98,65769.99,37.52209,2024-06-18 05:39:59.999,2467364.6537967,2448,18.998,1249216.2063092,65438.94640000001,66002.30515,34.0,20.00999999999476,0.010000000009313226,54.020000000004075
2024-06-18 05:40:00,65770.0,65845.47,65700.01,65722.0,84.77114,2024-06-18 05:44:59.999,5575229.2481494,3694,38.61192,2539219.2117057,65445.366400000006,66002.92159999999,48.0,75.47000000000116,21.99000000000524,145.4600000000064
2024-06-18 05:45:00,65722.0,65745.36,65612.71,65642.11,96.74781,2024-06-18 05:49:59.999,6354218.8755359,4195,24.45199,1606020.503815,65448.2488,66003.2721,79.88999999999942,23.360000000000582,29.39999999999418,132.64999999999418
2024-06-18 05:50:00,65642.12,65697.92,65565.34,65575.99,134.03843,2024-06-18 05:54:59.999,8797501.4170306,6362,32.99275,2165315.4997315,65466.934400000006,66002.5847,66.1299999999901,55.80000000000291,10.650000000008731,132.58000000000175
2024-06-18 05:55:00,65575.99,65643.85,65555.0,65596.01,107.92788,2024-06-18 05:59:59.999,7078369.5107772,5738,38.75381,2541574.4931001,65481.6948,66001.6947,20.019999999989523,47.84000000001106,20.99000000000524,88.85000000000582
2024-06-18 06:00:00,65596.01,65671.38,65596.0,65671.37,124.56095,2024-06-18 06:04:59.999,8175541.3971962,6788,78.10177,5126201.7726121,65492.8424,66001.50155,75.36000000000058,0.010000000009313226,0.00999999999476131,75.38000000000466
2024-06-18 06:05:00,65671.37,65690.0,65639.99,65689.99,73.18173,2024-06-18 06:09:59.999,4805462.6467701,2898,32.65119,2144034.0250276,65503.96239999999,66001.43149999999,18.620000000009895,0.00999999999476131,31.379999999990105,50.00999999999476
2024-06-18 06:10:00,65689.99,65699.13,65592.57,65683.75,126.56284,2024-06-18 06:14:59.999,8310937.9093215,8536,54.96923,3609188.1833276,65517.2398,66002.6302,6.240000000005239,9.139999999999418,91.17999999999302,106.55999999999767
2024-06-18 06:15:00,65683.75,65720.56,65618.16,65648.0,134.3082,2024-06-18 06:19:59.999,8820117.5319718,7294,79.20998,5201561.4617714,65537.882,66003.54005,35.75,36.80999999999767,29.839999999996508,102.39999999999418
2024-06-18 06:20:00,65648.01,65732.16,65604.01,65676.76,118.63253,2024-06-18 06:24:59.999,7789768.7756134,7857,68.44539,4494134.4829627,65554.257,66004.87375,28.75,55.40000000000873,44.0,128.15000000000873
2024-06-18 06:25:00,65676.75,65676.76,65505.99,65558.08,113.47794,2024-06-18 06:29:59.999,7444604.1631879,5312,45.26427,2969389.2297659,65564.4186,66006.1242,118.66999999999825,0.00999999999476131,52.09000000000378,170.7699999999968
2024-06-18 06:30:00,65558.08,65642.0,65550.34,65568.0,95.18696,2024-06-18 06:34:59.999,6243120.386191,7950,36.58863,2399703.6570545,65571.579,66007.44415,9.919999999998254,74.0,7.740000000005239,91.66000000000349
2024-06-18 06:35:00,65568.01,65573.18,65526.67,65531.93,92.11439,2024-06-18 06:39:59.999,6038072.4384293,3972,42.94861,2815212.6788769,65576.13519999999,66009.10375,36.07999999999447,5.169999999998254,5.260000000002037,46.50999999999476
2024-06-18 06:40:00,65531.93,65583.03,65476.0,65542.86,93.15813,2024-06-18 06:44:59.999,6104923.8752444,8925,37.82196,2478649.2751408,65579.3796,66010.18800000001,10.930000000000291,40.169999999998254,55.93000000000029,107.02999999999884
2024-06-18 06:45:00,65542.86,65561.55,65397.79,65490.0,117.97079,2024-06-18 06:49:59.999,7724175.7719608,4992,49.97576,3271486.3993775,65580.73980000001,66010.43745,52.86000000000058,18.69000000000233,92.20999999999913,163.76000000000204
2024-06-18 06:50:00,65490.01,65535.07,65422.01,65422.02,96.82435,2024-06-18 06:54:59.999,6339377.1384923,4994,40.25457,2635370.8698033,65583.01800000001,66010.76759999999,67.99000000000524,45.05999999999767,0.00999999999476131,113.05999999999767
2024-06-18 06:55:00,65422.01,65500.0,65389.44,65500.0,88.94518,2024-06-18 06:59:59.999,5819520.8030928,8553,38.62201,2526780.321093,65585.6636,66011.0507,77.98999999999796,0.0,32.56999999999971,110.55999999999767
2024-06-18 07:00:00,65499.99,65543.91,65499.99,65533.99,74.1082,2024-06-18 07:04:59.999,4856024.1947875,11026,30.92565,2026400.242246,65586.3034,66011.24695,34.0,9.92000000000553,0.0,43.92000000000553
2024-06-18 07:05:00,65533.99,65600.0,65517.99,65573.99,58.32004,2024-06-18 07:09:59.999,3824346.4416023,3673,34.02978,2231421.0199942,65588.4346,66011.36675,40.000000000007276,26.00999999999476,16.0,82.01000000000204
2024-06-18 07:10:00,65573.98,65573.99,65546.01,65566.47,31.38169,2024-06-18 07:14:59.999,2057480.2784665,3164,19.51273,1279276.7437231,65591.9638,66010.9491,7.509999999994761,0.010000000009313226,20.460000000006403,27.980000000010477
2024-06-18 07:15:00,65566.47,65596.0,65502.05,65569.04,57.17215,2024-06-18 07:19:59.999,3747764.175876,6450,27.5941,1808699.6518704,65596.9846,66010.3725,2.569999999992433,26.960000000006403,64.41999999999825,93.94999999999709
2024-06-18 07:20:00,65569.03,65598.0,65489.56,65556.02,78.68642,2024-06-18 07:24:59.999,5158279.9681429,3596,29.57502,1938876.7202194,65600.8434,66009.50259999999,13.009999999994761,28.970000000001164,66.4600000000064,108.44000000000233
2024-06-18 07:25:00,65556.02,65744.34,65522.49,65656.0,156.67065,2024-06-18 07:29:59.999,10286256.5973234,12898,110.83379,7277292.2940904,65605.9232,66009.32985000001,99.97999999999593,88.33999999999651,33.53000000000611,221.84999999999854
2024-06-18 07:30:00,65655.99,65725.73,65586.88,65680.0,93.25661,2024-06-18 07:34:59.999,6123794.6027816,12056,52.99285,3479881.9973968,65612.323,66010.46505,24.00999999999476,45.729999999995925,69.11000000000058,138.84999999999127
2024-06-18 07:35:00,65680.0,65689.99,65598.78,65616.0,56.05285,2024-06-18 07:39:59.999,3679976.1143691,3170,22.8703,1501408.633199,65615.5512,66011.18015,64.0,9.990000000005239,17.220000000001164,91.2100000000064
2024-06-18 07:40:00,65616.0,65769.23,65615.99,65769.23,90.17534,2024-06-18 07:44:59.999,5926202.0563682,3652,70.91383,4660513.4283715,65622.1358,66012.1563,153.22999999999593,0.0,0.00999999999476131,153.2399999999907
2024-06-18 07:45:00,65769.23,65800.0,65723.29,65728.02,91.16505,2024-06-18 07:49:59.999,5995614.2794004,5808,45.94849,3021924.0631247,65627.336,66012.5358,41.20999999999185,30.770000000004075,4.730000000010477,76.7100000000064
2024-06-18 07:50:00,65728.02,65737.43,65653.84,65700.0,66.53844,2024-06-18 07:54:59.999,4371088.4595844,3037,28.47617,1870424.7094008,65630.75660000001,66013.31360000001,28.020000000004075,9.40999999998894,46.16000000000349,83.58999999999651
2024-06-18 07:55:00,65699.99,65712.0,65635.97,65672.51,61.67133,2024-06-18 07:59:59.999,4049919.7615858,2585,23.1383,1519509.3980358,65634.04680000001,66014.9862,27.480000000010477,12.009999999994761,36.5399999999936,76.02999999999884
2024-06-18 08:00:00,65672.51,65689.2,65624.84,65672.0,62.06643,2024-06-18 08:04:59.999,4074930.1749385,4775,31.08379,2040722.9754297,65636.63140000001,66016.5566,0.5099999999947613,16.69000000000233,47.16000000000349,64.36000000000058
2024-06-18 08:05:00,65672.0,65734.91,65671.99,65734.91,53.86861,2024-06-18 08:09:59.999,3539586.3378694,3828,36.10102,2372013.0118425,65641.3296,66018.1994,62.91000000000349,0.0,0.00999999999476131,62.919999999998254
2024-06-18 08:10:00,65734.9,65746.0,65686.0,65686.01,51.4674,2024-06-18 08:14:59.999,3382014.1064092,2643,25.80381,1695548.6775145,65646.65,66019.80945,48.88999999999942,11.10000000000582,0.00999999999476131,60.0
2024-06-18 08:15:00,65686.0,65686.0,65615.4,65621.99,36.87921,2024-06-18 08:19:59.999,2421004.8077336,3296,16.45478,1080113.9680548,65649.6898,66020.61940000001,64.00999999999476,0.0,6.5900000000110595,70.60000000000582
2024-06-18 08:20:00,65621.99,65676.0,65621.98,65633.99,38.33658,2024-06-18 08:24:59.999,2516524.1298414,3203,18.74154,1230193.6541258,65650.7246,66020.8879,12.0,42.00999999999476,0.010000000009313226,54.020000000004075
2024-06-18 08:25:00,65634.0,65642.5,65601.72,65606.88,38.69847,2024-06-18 08:29:59.999,2539690.7140005,2033,16.20758,1063683.9195192,65649.2222,66020.71205,27.119999999995343,8.5,5.1600000000034925,40.779999999998836
2024-06-18 08:30:00,65606.88,65631.99,65588.0,65624.61,30.63138,2024-06-18 08:34:59.999,2009616.1312892,2642,19.73214,1294496.598063,65646.7374,66022.2751,17.729999999995925,7.380000000004657,18.880000000004657,43.99000000000524
2024-06-18 08:35:00,65624.61,65692.27,65624.6,65692.26,35.10382,2024-06-18 08:39:59.999,2305105.9914359,6736,22.80813,1497660.2845599,65646.5026,66023.8964,67.64999999999418,0.010000000009313226,0.00999999999476131,67.66999999999825
2024-06-18 08:40:00,65692.27,65720.0,65692.26,65720.0,39.19822,2024-06-18 08:44:59.999,2575531.2313407,4825,30.89835,2030254.9473155,65648.4222,66024.92360000001,27.729999999995925,0.0,0.010000000009313226,27.74000000000524
2024-06-18 08:45:00,65720.0,65720.0,65680.61,65705.97,36.83535,2024-06-18 08:49:59.999,2420133.4305823,2257,15.91375,1045512.0581555,65648.5916,66025.89345,14.029999999998836,0.0,25.360000000000582,39.38999999999942
2024-06-18 08:50:00,65705.98,65750.01,65705.97,65750.0,71.22688,2024-06-18 08:54:59.999,4681694.9648799,3254,46.29003,3042506.8171633,65649.5916,66027.14355000001,44.020000000004075,0.00999999999476131,0.00999999999476131,44.0399999999936
2024-06-18 08:55:00,65750.01,65750.01,65722.0,65727.53,34.73704,2024-06-18 08:59:59.999,2283449.6048057,2277,14.82832,974730.5447962,65651.822,66029.65490000001,22.479999999995925,0.0,5.529999999998836,28.00999999999476
2024-06-18 09:00:00,65727.54,65727.54,65700.0,65718.03,49.83092,2024-06-18 09:04:59.999,3274636.4298071,4077,23.68561,1556476.6509364,65652.1824,66029.62505,9.509999999994761,0.0,18.029999999998836,27.539999999993597
2024-06-18 09:05:00,65718.04,65724.01,65666.0,65698.02,49.48973,2024-06-18 09:09:59.999,3251227.2316712,3922,24.37653,1601272.5900472,65654.65860000001,66028.9679,20.019999999989523,5.970000000001164,32.020000000004075,58.00999999999476
2024-06-18 09:10:00,65698.02,65720.0,65698.01,65712.0,40.22476,2024-06-18 09:14:59.999,2642973.4641393,4874,18.02392,1184236.5131264,65654.75559999999,66028.2779,13.979999999995925,8.0,0.010000000009313226,21.99000000000524
2024-06-18 09:15:00,65712.0,65712.0,65551.8,65576.0,122.17824,2024-06-18 09:19:59.999,8017861.6041605,5753,42.24332,2771137.1486181,65652.0758,66026.35795,136.0,0.0,24.19999999999709,160.1999999999971
2024-06-18 09:20:00,65575.99,65617.64,65550.0,65556.73,57.54671,2024-06-18 09:24:59.999,3773964.1569577,7757,23.16442,1519204.1107022,65648.6102,66024.40175,19.260000000009313,41.64999999999418,6.7299999999959255,67.63999999999942
2024-06-18 09:25:00,65556.72,65619.99,65556.72,65612.03,36.78737,2024-06-18 09:29:59.999,2413123.226241,3230,19.04392,1249094.1732216,65645.462,66022.5242,55.30999999999767,7.960000000006403,0.0,63.270000000004075
